Button clicked,k,107,9,2019-06-11 10:49:48.342282,3,2
Button clicked,k,74,+,2019-06-11 10:49:48.707202,3,2
Button clicked,k,77,2,2019-06-11 10:49:49.259282,3,2
Button clicked,k,78,0,2019-06-11 10:49:49.362558,3,2
Button clicked,k,67,=,2019-06-11 10:49:50.654530,3,2
Button clicked,k,200,,2019-06-11 10:49:50.787700,3,2
Button clicked,k,62,(,2019-06-11 10:50:21.118275,4,4
Button clicked,k,137,,2019-06-11 10:50:21.193539,4,4
Button clicked,k,66,3,2019-06-11 10:50:21.708965,4,4
Button clicked,k,86,²,2019-06-11 10:50:22.209281,4,4
Button clicked,k,193,,2019-06-11 10:50:22.316438,4,4
Button clicked,k,109,+,2019-06-11 10:50:23.350005,4,4
Button clicked,k,66,4,2019-06-11 10:50:24.501012,4,4
Button clicked,k,77,²,2019-06-11 10:50:25.024214,4,4
Button clicked,k,132,,2019-06-11 10:50:25.079431,4,4
Button clicked,k,76,),2019-06-11 10:50:25.836236,4,4
Button clicked,k,168,,2019-06-11 10:50:25.928908,4,4
Button clicked,k,128,*,2019-06-11 10:50:27.059295,4,4
Button clicked,k,204,,2019-06-11 10:50:27.135442,4,4
Button clicked,k,91,1,2019-06-11 10:50:27.583945,4,4
Button clicked,k,101,5,2019-06-11 10:50:28.042831,4,4
Button clicked,k,92,.,2019-06-11 10:50:28.478757,4,4
Button clicked,k,87,2,2019-06-11 10:50:28.829897,4,4
Button clicked,k,90,=,2019-06-11 10:50:29.544252,4,4
Button clicked,k,151,,2019-06-11 10:50:29.605515,4,4
Mouse started moving,m,0,,2019-06-11 10:50:51.404414,4,1
Mouse moved,m,646,1,2019-06-11 10:50:52.050372,4,1
Button clicked,m,34,1,2019-06-11 10:50:52.084396,4,1
Mouse started moving,m,0,,2019-06-11 10:50:52.139795,4,1
Mouse moved,m,382,+,2019-06-11 10:50:52.521809,4,1
Button clicked,m,26,+,2019-06-11 10:50:52.547129,4,1
Mouse started moving,m,0,,2019-06-11 10:50:52.619896,4,1
Mouse moved,m,286,2,2019-06-11 10:50:52.905223,4,1
Button clicked,m,9,2,2019-06-11 10:50:52.913107,4,1
Mouse started moving,m,0,,2019-06-11 10:50:52.980219,4,1
Mouse moved,m,549,+,2019-06-11 10:50:53.529556,4,1
Button clicked,m,34,+,2019-06-11 10:50:53.563755,4,1
Mouse started moving,m,0,,2019-06-11 10:50:53.627815,4,1
Mouse moved,m,374,3,2019-06-11 10:50:54.001081,4,1
Button clicked,m,8,3,2019-06-11 10:50:54.008909,4,1
Mouse started moving,m,0,,2019-06-11 10:50:54.091858,4,1
Mouse moved,m,342,+,2019-06-11 10:50:54.433332,4,1
Button clicked,m,34,+,2019-06-11 10:50:54.467955,4,1
Mouse started moving,m,0,,2019-06-11 10:50:54.555903,4,1
Mouse moved,m,454,4,2019-06-11 10:50:55.009625,4,1
Button clicked,m,24,4,2019-06-11 10:50:55.033666,4,1
Mouse started moving,m,0,,2019-06-11 10:50:55.068029,4,1
Mouse moved,m,470,+,2019-06-11 10:50:55.537318,4,1
Button clicked,m,49,+,2019-06-11 10:50:55.586164,4,1
Mouse started moving,m,0,,2019-06-11 10:50:55.628001,4,1
Mouse moved,m,383,5,2019-06-11 10:50:56.010036,4,1
Button clicked,m,17,5,2019-06-11 10:50:56.026064,4,1
Mouse started moving,m,0,,2019-06-11 10:50:56.084076,4,1
Mouse moved,m,437,+,2019-06-11 10:50:56.521671,4,1
Button clicked,m,33,+,2019-06-11 10:50:56.554484,4,1
Mouse started moving,m,0,,2019-06-11 10:50:56.587944,4,1
Mouse moved,m,350,6,2019-06-11 10:50:56.937271,4,1
Button clicked,m,32,6,2019-06-11 10:50:56.969236,4,1
Mouse started moving,m,0,,2019-06-11 10:50:57.100023,4,1
Mouse moved,m,438,+,2019-06-11 10:50:57.537604,4,1
Button clicked,m,34,+,2019-06-11 10:50:57.571476,4,1
Mouse started moving,m,0,,2019-06-11 10:50:57.646554,4,1
Mouse moved,m,506,7,2019-06-11 10:50:58.153018,4,1
Button clicked,m,26,7,2019-06-11 10:50:58.178529,4,1
Mouse started moving,m,0,,2019-06-11 10:50:58.196199,4,1
Mouse moved,m,557,+,2019-06-11 10:50:58.753645,4,1
Button clicked,m,42,+,2019-06-11 10:50:58.795115,4,1
Mouse started moving,m,0,,2019-06-11 10:50:58.875943,4,1
Mouse moved,m,374,8,2019-06-11 10:50:59.249797,4,1
Button clicked,m,34,8,2019-06-11 10:50:59.283655,4,1
Mouse started moving,m,0,,2019-06-11 10:50:59.436168,4,1
Mouse moved,m,373,+,2019-06-11 10:50:59.809738,4,1
Button clicked,m,26,+,2019-06-11 10:50:59.835726,4,1
Mouse started moving,m,0,,2019-06-11 10:50:59.868191,4,1
Mouse moved,m,605,9,2019-06-11 10:51:00.473905,4,1
Button clicked,m,40,9,2019-06-11 10:51:00.513788,4,1
Mouse started moving,m,0,,2019-06-11 10:51:00.636201,4,1
Mouse moved,m,406,+,2019-06-11 10:51:01.042821,4,1
Button clicked,m,32,+,2019-06-11 10:51:01.074681,4,1
Mouse started moving,m,0,,2019-06-11 10:51:01.108153,4,1
Mouse moved,m,397,1,2019-06-11 10:51:01.505127,4,1
Button clicked,m,25,1,2019-06-11 10:51:01.529879,4,1
Mouse started moving,m,0,,2019-06-11 10:51:01.587944,4,1
Mouse moved,m,224,0,2019-06-11 10:51:01.811243,4,1
Button clicked,m,33,0,2019-06-11 10:51:01.843480,4,1
Mouse started moving,m,0,,2019-06-11 10:51:01.916153,4,1
Mouse moved,m,454,+,2019-06-11 10:51:02.370833,4,1
Button clicked,m,32,+,2019-06-11 10:51:02.402971,4,1
Mouse started moving,m,0,,2019-06-11 10:51:02.444018,4,1
Mouse moved,m,406,1,2019-06-11 10:51:02.849304,4,1
Button clicked,m,40,1,2019-06-11 10:51:02.890033,4,1
Button clicked,m,33,1,2019-06-11 10:51:03.137055,4,1
Mouse started moving,m,0,,2019-06-11 10:51:03.196198,4,1
Mouse moved,m,374,+,2019-06-11 10:51:03.570133,4,1
Button clicked,m,34,+,2019-06-11 10:51:03.603461,4,1
Mouse started moving,m,0,,2019-06-11 10:51:03.724168,4,1
Mouse moved,m,366,1,2019-06-11 10:51:04.090664,4,1
Button clicked,m,49,1,2019-06-11 10:51:04.139412,4,1
Mouse started moving,m,0,,2019-06-11 10:51:04.220003,4,1
Mouse moved,m,199,2,2019-06-11 10:51:04.418632,4,1
Button clicked,m,33,2,2019-06-11 10:51:04.451529,4,1
Mouse started moving,m,0,,2019-06-11 10:51:04.508163,4,1
Mouse moved,m,374,+,2019-06-11 10:51:04.882702,4,1
Button clicked,m,40,+,2019-06-11 10:51:04.922138,4,1
Mouse started moving,m,0,,2019-06-11 10:51:05.036037,4,1
Mouse moved,m,311,1,2019-06-11 10:51:05.346251,4,1
Button clicked,m,50,1,2019-06-11 10:51:05.396023,4,1
Mouse started moving,m,0,,2019-06-11 10:51:05.460391,4,1
Mouse moved,m,312,3,2019-06-11 10:51:05.772066,4,1
Button clicked,m,43,3,2019-06-11 10:51:05.814887,4,1
Mouse started moving,m,0,,2019-06-11 10:51:05.891905,4,1
Mouse moved,m,271,+,2019-06-11 10:51:06.162712,4,1
Button clicked,m,59,+,2019-06-11 10:51:06.221910,4,1
Mouse started moving,m,0,,2019-06-11 10:51:06.316116,4,1
Mouse moved,m,413,1,2019-06-11 10:51:06.729955,4,1
Button clicked,m,58,1,2019-06-11 10:51:06.787244,4,1
Mouse started moving,m,0,,2019-06-11 10:51:06.852120,4,1
Mouse moved,m,278,4,2019-06-11 10:51:07.130718,4,1
Button clicked,m,39,4,2019-06-11 10:51:07.169475,4,1
Mouse started moving,m,0,,2019-06-11 10:51:07.268125,4,1
Mouse moved,m,485,+,2019-06-11 10:51:07.753745,4,1
Button clicked,m,40,+,2019-06-11 10:51:07.793527,4,1
Mouse started moving,m,0,,2019-06-11 10:51:07.876091,4,1
Mouse moved,m,493,1,2019-06-11 10:51:08.369894,4,1
Button clicked,m,24,1,2019-06-11 10:51:08.393781,4,1
Mouse started moving,m,0,,2019-06-11 10:51:08.476129,4,1
Mouse moved,m,278,5,2019-06-11 10:51:08.754426,4,1
Button clicked,m,57,5,2019-06-11 10:51:08.811679,4,1
Mouse started moving,m,0,,2019-06-11 10:51:08.860084,4,1
Mouse moved,m,365,+,2019-06-11 10:51:09.225830,4,1
Button clicked,m,56,+,2019-06-11 10:51:09.281527,4,1
Mouse started moving,m,0,,2019-06-11 10:51:09.332697,4,1
Mouse moved,m,413,1,2019-06-11 10:51:09.745370,4,1
Button clicked,m,41,1,2019-06-11 10:51:09.786132,4,1
Mouse started moving,m,0,,2019-06-11 10:51:09.828094,4,1
Mouse moved,m,318,6,2019-06-11 10:51:10.146154,4,1
Button clicked,m,33,6,2019-06-11 10:51:10.179014,4,1
Mouse started moving,m,0,,2019-06-11 10:51:10.212275,4,1
Mouse moved,m,357,+,2019-06-11 10:51:10.569672,4,1
Button clicked,m,48,+,2019-06-11 10:51:10.617670,4,1
Mouse started moving,m,0,,2019-06-11 10:51:10.676132,4,1
Mouse moved,m,333,1,2019-06-11 10:51:11.009535,4,1
Button clicked,m,34,1,2019-06-11 10:51:11.043295,4,1
Mouse started moving,m,0,,2019-06-11 10:51:11.084057,4,1
Mouse moved,m,365,7,2019-06-11 10:51:11.449228,4,1
Button clicked,m,41,7,2019-06-11 10:51:11.489619,4,1
Mouse started moving,m,0,,2019-06-11 10:51:11.604163,4,1
Mouse moved,m,469,+,2019-06-11 10:51:12.073729,4,1
Button clicked,m,42,+,2019-06-11 10:51:12.115563,4,1
Mouse started moving,m,0,,2019-06-11 10:51:12.180176,4,1
Mouse moved,m,405,1,2019-06-11 10:51:12.585863,4,1
Button clicked,m,51,1,2019-06-11 10:51:12.636470,4,1
Mouse started moving,m,0,,2019-06-11 10:51:12.668076,4,1
Mouse moved,m,373,8,2019-06-11 10:51:13.041479,4,1
Button clicked,m,33,8,2019-06-11 10:51:13.074286,4,1
Mouse started moving,m,0,,2019-06-11 10:51:13.132079,4,1
Mouse moved,m,397,+,2019-06-11 10:51:13.529867,4,1
Button clicked,m,32,+,2019-06-11 10:51:13.561785,4,1
Mouse started moving,m,0,,2019-06-11 10:51:13.660119,4,1
Mouse moved,m,429,1,2019-06-11 10:51:14.089877,4,1
Button clicked,m,27,1,2019-06-11 10:51:14.116373,4,1
Mouse started moving,m,0,,2019-06-11 10:51:14.132744,4,1
Mouse moved,m,461,9,2019-06-11 10:51:14.593802,4,1
Button clicked,m,32,9,2019-06-11 10:51:14.625654,4,1
Mouse started moving,m,0,,2019-06-11 10:51:14.684093,4,1
Mouse moved,m,437,+,2019-06-11 10:51:15.121942,4,1
Button clicked,m,40,+,2019-06-11 10:51:15.161578,4,1
Mouse started moving,m,0,,2019-06-11 10:51:15.332430,4,1
Mouse moved,m,302,2,2019-06-11 10:51:15.634424,4,1
Button clicked,m,41,2,2019-06-11 10:51:15.675422,4,1
Mouse started moving,m,0,,2019-06-11 10:51:15.724122,4,1
Mouse moved,m,254,0,2019-06-11 10:51:15.978383,4,1
Button clicked,m,17,0,2019-06-11 10:51:15.994304,4,1
Mouse started moving,m,0,,2019-06-11 10:51:16.060271,4,1
Mouse moved,m,1526,=,2019-06-11 10:51:17.586143,4,1
Button clicked,m,24,=,2019-06-11 10:51:17.610016,4,1
Mouse started moving,m,0,,2019-06-11 10:51:17.724134,4,1
Button clicked,k,103,1,2019-06-11 10:51:41.565194,4,2
Button clicked,k,104,+,2019-06-11 10:51:41.712425,4,2
Button clicked,k,82,2,2019-06-11 10:51:42.323918,4,2
Button clicked,k,105,+,2019-06-11 10:51:42.516744,4,2
Button clicked,k,91,3,2019-06-11 10:51:42.723749,4,2
Button clicked,k,100,+,2019-06-11 10:51:43.063889,4,2
Button clicked,k,103,4,2019-06-11 10:51:43.259685,4,2
Button clicked,k,86,+,2019-06-11 10:51:43.511938,4,2
Button clicked,k,94,5,2019-06-11 10:51:43.764957,4,2
Button clicked,k,64,+,2019-06-11 10:51:44.009936,4,2
Button clicked,k,111,6,2019-06-11 10:51:44.294888,4,2
Button clicked,k,81,+,2019-06-11 10:51:44.499972,4,2
Button clicked,k,105,7,2019-06-11 10:51:44.742940,4,2
Button clicked,k,92,+,2019-06-11 10:51:44.943802,4,2
Button clicked,k,105,8,2019-06-11 10:51:45.197066,4,2
Button clicked,k,107,+,2019-06-11 10:51:45.420865,4,2
Button clicked,k,85,9,2019-06-11 10:51:45.633922,4,2
Button clicked,k,102,+,2019-06-11 10:51:45.886073,4,2
Button clicked,k,67,+,2019-06-11 10:51:46.570955,4,2
Button clicked,k,94,1,2019-06-11 10:51:47.526236,4,2
Button clicked,k,46,0,2019-06-11 10:51:48.014011,4,2
Button clicked,k,88,+,2019-06-11 10:51:48.432169,4,2
Button clicked,k,60,1,2019-06-11 10:51:48.696438,4,2
Button clicked,k,83,1,2019-06-11 10:51:48.841422,4,2
Button clicked,k,75,+,2019-06-11 10:51:49.028337,4,2
Button clicked,k,91,1,2019-06-11 10:51:49.184169,4,2
Button clicked,k,91,2,2019-06-11 10:51:49.515128,4,2
Button clicked,k,85,+,2019-06-11 10:51:49.723016,4,2
Button clicked,k,72,1,2019-06-11 10:51:49.860998,4,2
Button clicked,k,65,3,2019-06-11 10:51:50.077951,4,2
Button clicked,k,90,+,2019-06-11 10:51:50.447706,4,2
Button clicked,k,90,1,2019-06-11 10:51:50.572652,4,2
Button clicked,k,79,4,2019-06-11 10:51:50.852969,4,2
Button clicked,k,93,+,2019-06-11 10:51:51.170194,4,2
Button clicked,k,70,1,2019-06-11 10:51:51.276659,4,2
Button clicked,k,67,5,2019-06-11 10:51:51.629369,4,2
Button clicked,k,68,+,2019-06-11 10:51:52.130343,4,2
Button clicked,k,89,1,2019-06-11 10:51:52.313468,4,2
Button clicked,k,72,6,2019-06-11 10:51:52.699289,4,2
Button clicked,k,90,+,2019-06-11 10:51:53.237516,4,2
Button clicked,k,88,1,2019-06-11 10:51:53.342373,4,2
Button clicked,k,73,7,2019-06-11 10:51:53.730430,4,2
Button clicked,k,83,+,2019-06-11 10:51:54.262415,4,2
Button clicked,k,76,1,2019-06-11 10:51:54.362401,4,2
Button clicked,k,68,8,2019-06-11 10:51:54.776546,4,2
Button clicked,k,96,+,2019-06-11 10:51:55.314582,4,2
Button clicked,k,78,1,2019-06-11 10:51:55.448122,4,2
Button clicked,k,59,9,2019-06-11 10:51:55.900743,4,2
Button clicked,k,95,+,2019-06-11 10:51:56.320798,4,2
Button clicked,k,75,2,2019-06-11 10:51:56.530684,4,2
Button clicked,k,69,0,2019-06-11 10:51:57.339989,4,2
Button clicked,k,63,=,2019-06-11 10:51:58.355403,4,2
Button clicked,k,124,,2019-06-11 10:51:58.416794,4,2
Mouse started moving,m,0,,2019-06-11 10:52:47.038534,4,3
Mouse moved,m,716,(,2019-06-11 10:52:47.754559,4,3
Button clicked,m,32,(,2019-06-11 10:52:47.786647,4,3
Mouse started moving,m,0,,2019-06-11 10:52:47.861555,4,3
Mouse moved,m,566,3,2019-06-11 10:52:48.427419,4,3
Button clicked,m,24,3,2019-06-11 10:52:48.452019,4,3
Mouse started moving,m,0,,2019-06-11 10:52:48.837796,4,3
Mouse moved,m,846,²,2019-06-11 10:52:49.683630,4,3
Button clicked,m,39,²,2019-06-11 10:52:49.723021,4,3
Mouse started moving,m,0,,2019-06-11 10:52:50.045745,4,3
Mouse moved,m,942,+,2019-06-11 10:52:50.987902,4,3
Button clicked,m,47,+,2019-06-11 10:52:51.034387,4,3
Mouse started moving,m,0,,2019-06-11 10:52:51.133351,4,3
Mouse moved,m,486,4,2019-06-11 10:52:51.619546,4,3
Button clicked,m,26,4,2019-06-11 10:52:51.645381,4,3
Mouse started moving,m,0,,2019-06-11 10:52:51.693487,4,3
Mouse moved,m,638,²,2019-06-11 10:52:52.331777,4,3
Button clicked,m,47,²,2019-06-11 10:52:52.378503,4,3
Mouse started moving,m,0,,2019-06-11 10:52:52.757377,4,3
Mouse moved,m,485,),2019-06-11 10:52:53.243017,4,3
Button clicked,m,32,),2019-06-11 10:52:53.274770,4,3
Mouse started moving,m,0,,2019-06-11 10:52:54.157762,4,3
Mouse moved,m,542,*,2019-06-11 10:52:54.699754,4,3
Button clicked,m,24,*,2019-06-11 10:52:54.723948,4,3
Mouse started moving,m,0,,2019-06-11 10:52:54.781423,4,3
Mouse moved,m,446,1,2019-06-11 10:52:55.227651,4,3
Button clicked,m,33,1,2019-06-11 10:52:55.260366,4,3
Mouse started moving,m,0,,2019-06-11 10:52:55.277643,4,3
Mouse moved,m,311,5,2019-06-11 10:52:55.588048,4,3
Button clicked,m,28,5,2019-06-11 10:52:55.615599,4,3
Mouse started moving,m,0,,2019-06-11 10:52:55.653673,4,3
Mouse moved,m,478,.,2019-06-11 10:52:56.131167,4,3
Button clicked,m,33,.,2019-06-11 10:52:56.163810,4,3
Mouse started moving,m,0,,2019-06-11 10:52:56.374013,4,3
Mouse moved,m,262,2,2019-06-11 10:52:56.635353,4,3
Button clicked,m,41,2,2019-06-11 10:52:56.676657,4,3
Mouse started moving,m,0,,2019-06-11 10:52:56.925406,4,3
Mouse moved,m,534,=,2019-06-11 10:52:57.459903,4,3
Button clicked,m,48,=,2019-06-11 10:52:57.507226,4,3
Mouse started moving,m,0,,2019-06-11 10:52:57.693465,4,3
